Species Name,State,Year,Poaching Incidents,Reason for Poaching,Conservation Status,Crime Report Date,Crime Type,Arrests Made,Case Status,Seized Items,Crimes Reported Per Year
Indian Elephant,Karnataka,2023.0,4.0,Traditional Medicine,Vulnerable,19-06-2023,Wildlife Trafficking,9.0,Open,Ivory,70.0
Indian Leopard,Odisha,2020.0,1.0,Traditional Medicine,Vulnerable,06-06-2020,Poaching,8.0,Under Investigation,Skin,93.0
,Odisha,2020.0,5.0,Trophy Hunting,Endangered,,Wildlife Trafficking,5.0,Under Investigation,Skin,51.0
Indian Elephant,Assam,2023.0,4.0,Traditional Medicine,Vulnerable,,Poaching,6.0,Closed,Ivory,76.0
Indian Leopard,Assam,2020.0,7.0,Traditional Medicine,Vulnerable,12-10-2021,Wildlife Trafficking,5.0,Under Investigation,Skin,89.0
Indian Elephant,Odisha,2020.0,18.0,Skin Trade,Vulnerable,08-07-2022,Illegal Trade,2.0,Open,Skin,75.0
Indian Rhino,Madhya Pradesh,2022.0,20.0,Skin Trade,Endangered,,Wildlife Trafficking,2.0,Open,Horn,130.0
Indian Elephant,Odisha,2023.0,1.0,Traditional Medicine,Vulnerable,26-02-2021,Wildlife Trafficking,5.0,Under Investigation,Skin,139.0
Indian Elephant,Odisha,2023.0,11.0,Ivory Trade,Vulnerable,31-12-2022,Wildlife Trafficking,0.0,Open,Skin,97.0
Indian Leopard,,2021.0,3.0,Skin Trade,Endangered,30-08-2020,Illegal Trade,5.0,Under Investigation,Claws,122.0
Indian Leopard,Assam,2020.0,2.0,Trophy Hunting,Critically Endangered,13-06-2021,Poaching,5.0,Open,Skin,86.0
Bengal Tiger,,2022.0,14.0,Traditional Medicine,Vulnerable,04-12-2022,Wildlife Trafficking,,Closed,Claws,101.0
Bengal Tiger,Odisha,2020.0,10.0,Traditional Medicine,Critically Endangered,05-01-2021,Wildlife Trafficking,0.0,Closed,Skin,95.0
Indian Rhino,Odisha,2020.0,4.0,Ivory Trade,Vulnerable,13-10-2021,Illegal Trade,5.0,Under Investigation,Horn,127.0
Bengal Tiger,Assam,2021.0,4.0,Traditional Medicine,Endangered,19-11-2021,Poaching,9.0,Closed,Claws,103.0
Indian Elephant,Odisha,2020.0,7.0,Traditional Medicine,Critically Endangered,03-01-2022,Wildlife Trafficking,7.0,Closed,Skin,55.0
Indian Leopard,Odisha,2022.0,3.0,Ivory Trade,Critically Endangered,01-04-2020,Illegal Trade,5.0,Open,Skin,101.0
Bengal Tiger,Rajasthan,2022.0,1.0,Traditional Medicine,Critically Endangered,11-11-2022,Poaching,6.0,Open,Skin,76.0
Bengal Tiger,Madhya Pradesh,2021.0,1.0,Bushmeat,Critically Endangered,20-06-2020,Poaching,7.0,Closed,Teeth,94.0
Indian Rhino,Karnataka,,2.0,Traditional Medicine,Vulnerable,30-04-2023,Wildlife Trafficking,8.0,Under Investigation,Horn,120.0
Indian Rhino,Madhya Pradesh,2022.0,11.0,Traditional Medicine,,05-01-2023,Wildlife Trafficking,1.0,Open,Horn,132.0
Indian Elephant,Rajasthan,2020.0,17.0,Bushmeat,,28-07-2023,Wildlife Trafficking,1.0,Open,Skin,94.0
Indian Leopard,Karnataka,2020.0,14.0,Traditional Medicine,Vulnerable,19-10-2023,Wildlife Trafficking,2.0,Open,Skin,60.0
Indian Rhino,Odisha,2020.0,4.0,Ivory Trade,,27-06-2020,Black Market Sale,8.0,Open,Horn,144.0
,Rajasthan,2021.0,1.0,Skin Trade,Critically Endangered,25-08-2020,Illegal Trade,7.0,Open,Horn,126.0
Indian Leopard,Odisha,2020.0,6.0,Traditional Medicine,,04-03-2023,Black Market Sale,8.0,Under Investigation,Skin,110.0
Indian Leopard,Assam,2022.0,20.0,Ivory Trade,Critically Endangered,26-05-2022,Poaching,0.0,Open,Skin,75.0
Bengal Tiger,Rajasthan,,8.0,Traditional Medicine,Vulnerable,20-06-2022,Wildlife Trafficking,10.0,Closed,Skin,139.0
Indian Rhino,Assam,2022.0,2.0,Ivory Trade,Critically Endangered,06-10-2020,Poaching,7.0,Closed,Horn,147.0
Bengal Tiger,Rajasthan,2020.0,3.0,Ivory Trade,Endangered,08-11-2022,Poaching,9.0,Under Investigation,Claws,64.0
Indian Leopard,Rajasthan,2022.0,3.0,Traditional Medicine,Vulnerable,09-01-2022,Black Market Sale,10.0,Closed,Claws,118.0
Pangolin,Assam,,4.0,Skin Trade,Endangered,05-01-2021,Wildlife Trafficking,6.0,Closed,Scales,50.0
,Karnataka,2020.0,5.0,Traditional Medicine,Endangered,,Black Market Sale,6.0,Closed,Scales,122.0
,Madhya Pradesh,2020.0,8.0,Traditional Medicine,,19-05-2022,Poaching,9.0,Open,Horn,121.0
Bengal Tiger,,2022.0,2.0,Trophy Hunting,Endangered,15-10-2022,Illegal Trade,8.0,Closed,Teeth,97.0
Bengal Tiger,Rajasthan,2023.0,2.0,Traditional Medicine,Endangered,08-08-2020,Illegal Trade,8.0,Open,Claws,133.0
Indian Elephant,Odisha,2021.0,8.0,Skin Trade,Vulnerable,08-07-2022,Poaching,6.0,Under Investigation,Skin,146.0
Indian Elephant,,2023.0,11.0,Ivory Trade,Endangered,30-10-2020,Wildlife Trafficking,1.0,Open,Skin,83.0
Indian Elephant,Odisha,2023.0,9.0,Traditional Medicine,Critically Endangered,10-09-2023,Poaching,8.0,Closed,Ivory,53.0
Indian Leopard,,2020.0,2.0,Trophy Hunting,Critically Endangered,13-03-2021,Poaching,10.0,Closed,Claws,114.0
Bengal Tiger,Odisha,2021.0,2.0,Skin Trade,,08-04-2023,Poaching,,Closed,Skin,77.0
Indian Leopard,Madhya Pradesh,2023.0,16.0,Bushmeat,Endangered,,Poaching,,Closed,Claws,125.0
Indian Elephant,Madhya Pradesh,2020.0,2.0,Ivory Trade,Vulnerable,15-01-2021,Poaching,,Open,Skin,75.0
,Madhya Pradesh,2023.0,3.0,Traditional Medicine,Critically Endangered,12-09-2022,Illegal Trade,7.0,Closed,Skin,142.0
Indian Leopard,Madhya Pradesh,,1.0,Ivory Trade,Endangered,14-01-2020,Poaching,10.0,Open,Skin,129.0
Indian Leopard,Madhya Pradesh,2020.0,8.0,Skin Trade,Critically Endangered,12-01-2022,Poaching,6.0,Open,Claws,97.0
,,2020.0,14.0,Traditional Medicine,Critically Endangered,30-10-2021,Illegal Trade,2.0,Under Investigation,Horn,97.0
Bengal Tiger,Assam,2020.0,3.0,Skin Trade,Vulnerable,14-05-2021,Illegal Trade,5.0,Open,Teeth,69.0
Indian Elephant,Rajasthan,2021.0,11.0,Traditional Medicine,Critically Endangered,15-11-2023,Poaching,,Closed,Skin,59.0
Bengal Tiger,,2023.0,4.0,Ivory Trade,,18-07-2021,Poaching,10.0,Closed,Teeth,143.0
Pangolin,Madhya Pradesh,2020.0,9.0,Traditional Medicine,Endangered,13-06-2021,Poaching,5.0,Closed,Scales,139.0
Indian Rhino,Assam,2022.0,19.0,Bushmeat,Critically Endangered,06-05-2021,Wildlife Trafficking,2.0,Open,Horn,64.0
,Assam,2023.0,3.0,Bushmeat,Endangered,09-11-2023,Wildlife Trafficking,8.0,Closed,Skin,106.0
Indian Rhino,Assam,2022.0,2.0,Skin Trade,Endangered,04-05-2023,Poaching,8.0,Closed,Horn,111.0
Indian Elephant,Rajasthan,2021.0,3.0,Ivory Trade,,24-01-2022,Illegal Trade,10.0,Under Investigation,Ivory,146.0
Pangolin,Odisha,2020.0,8.0,Skin Trade,,,Poaching,10.0,Open,Scales,63.0
,Rajasthan,2022.0,2.0,Ivory Trade,Vulnerable,25-03-2022,Illegal Trade,8.0,Open,Skin,132.0
,Karnataka,2021.0,18.0,Ivory Trade,Critically Endangered,30-06-2021,Illegal Trade,1.0,Open,Scales,127.0
,Assam,2020.0,1.0,Skin Trade,Endangered,27-12-2021,Illegal Trade,9.0,Closed,Ivory,112.0
,Karnataka,2022.0,11.0,Skin Trade,,31-12-2021,Poaching,,Closed,Horn,117.0
Bengal Tiger,Madhya Pradesh,2022.0,9.0,Skin Trade,Endangered,07-04-2022,Poaching,9.0,Under Investigation,Teeth,131.0
Pangolin,Madhya Pradesh,2021.0,4.0,Skin Trade,,,Illegal Trade,5.0,Closed,Scales,85.0
Indian Leopard,Rajasthan,2020.0,8.0,Skin Trade,,24-08-2023,Wildlife Trafficking,7.0,Closed,Claws,149.0
Indian Elephant,Odisha,2020.0,7.0,Ivory Trade,Vulnerable,29-06-2023,Wildlife Trafficking,6.0,Open,Ivory,136.0
Bengal Tiger,Karnataka,2022.0,5.0,Bushmeat,Critically Endangered,28-10-2022,Wildlife Trafficking,8.0,Under Investigation,Teeth,134.0
Bengal Tiger,Odisha,2022.0,12.0,Ivory Trade,Endangered,06-02-2022,Illegal Trade,1.0,Closed,Skin,140.0
Indian Leopard,,2022.0,2.0,Skin Trade,Vulnerable,24-05-2022,Poaching,6.0,Under Investigation,Skin,75.0
,Madhya Pradesh,2020.0,20.0,Bushmeat,Endangered,16-05-2023,Illegal Trade,0.0,Open,Scales,122.0
Indian Elephant,Odisha,,7.0,Trophy Hunting,Vulnerable,25-07-2022,Wildlife Trafficking,10.0,Under Investigation,Skin,104.0
Pangolin,Odisha,2021.0,12.0,Skin Trade,,10-05-2020,Poaching,2.0,Under Investigation,Scales,61.0
Indian Elephant,Madhya Pradesh,,7.0,Traditional Medicine,Vulnerable,30-08-2021,Illegal Trade,6.0,Under Investigation,Skin,85.0
Indian Elephant,Karnataka,2023.0,19.0,Ivory Trade,Vulnerable,26-01-2020,Illegal Trade,0.0,Open,Skin,143.0
Indian Elephant,Madhya Pradesh,2021.0,3.0,Ivory Trade,Critically Endangered,26-09-2021,Wildlife Trafficking,7.0,Open,Skin,88.0
Indian Rhino,Odisha,2022.0,1.0,Skin Trade,Critically Endangered,,Illegal Trade,5.0,Open,Horn,52.0
Pangolin,Karnataka,2023.0,9.0,Ivory Trade,Critically Endangered,28-04-2021,Poaching,10.0,Under Investigation,Scales,133.0
Bengal Tiger,Karnataka,2023.0,2.0,Traditional Medicine,Vulnerable,10-11-2021,Wildlife Trafficking,10.0,Open,Teeth,73.0
,Madhya Pradesh,,20.0,Skin Trade,Endangered,,Wildlife Trafficking,1.0,Open,Skin,82.0
Bengal Tiger,Odisha,2023.0,3.0,Skin Trade,Vulnerable,05-01-2020,Poaching,9.0,Closed,Claws,134.0
Pangolin,Rajasthan,,18.0,Ivory Trade,,11-08-2021,Wildlife Trafficking,2.0,Closed,Scales,62.0
Indian Leopard,,2021.0,10.0,Skin Trade,Endangered,29-03-2023,Illegal Trade,1.0,Open,Skin,60.0
Pangolin,Assam,2021.0,5.0,Skin Trade,Critically Endangered,26-07-2020,Illegal Trade,9.0,Closed,Scales,136.0
Indian Elephant,Rajasthan,2023.0,5.0,Skin Trade,Vulnerable,13-09-2020,Wildlife Trafficking,9.0,Open,Skin,91.0
Indian Leopard,Karnataka,,17.0,Ivory Trade,Endangered,13-05-2023,Poaching,2.0,Closed,Claws,105.0
Indian Elephant,Rajasthan,2020.0,8.0,Traditional Medicine,Critically Endangered,11-01-2020,Illegal Trade,10.0,Open,Ivory,94.0
Bengal Tiger,Karnataka,2023.0,2.0,Trophy Hunting,Critically Endangered,06-08-2022,Poaching,7.0,Open,Claws,142.0
Bengal Tiger,Karnataka,2023.0,8.0,Skin Trade,,08-01-2020,Illegal Trade,10.0,Closed,Skin,62.0
Indian Leopard,Rajasthan,2022.0,2.0,Skin Trade,Critically Endangered,03-12-2023,Illegal Trade,6.0,Closed,Skin,130.0
Indian Leopard,Karnataka,2023.0,4.0,Traditional Medicine,,24-07-2022,Smuggling,7.0,Open,Claws,76.0
Pangolin,,2023.0,19.0,Skin Trade,Endangered,01-02-2020,Wildlife Trafficking,0.0,Open,Scales,145.0
Pangolin,Assam,2020.0,3.0,Trophy Hunting,Endangered,23-06-2021,Poaching,7.0,Closed,Scales,124.0
Indian Elephant,,,5.0,Skin Trade,Critically Endangered,,Wildlife Trafficking,6.0,Open,Skin,111.0
Indian Leopard,Odisha,,4.0,Ivory Trade,Endangered,21-01-2021,Illegal Trade,8.0,Under Investigation,Claws,102.0
,,2021.0,6.0,Trophy Hunting,Critically Endangered,,Illegal Trade,5.0,Closed,Horn,93.0
Pangolin,Rajasthan,2021.0,5.0,Ivory Trade,Vulnerable,01-10-2021,Poaching,7.0,Under Investigation,Scales,132.0
Pangolin,Madhya Pradesh,2020.0,6.0,Skin Trade,Endangered,25-07-2020,Poaching,9.0,Under Investigation,Scales,132.0
,,2020.0,1.0,Traditional Medicine,Critically Endangered,03-09-2023,Illegal Trade,10.0,Under Investigation,Scales,88.0
Pangolin,Madhya Pradesh,2021.0,19.0,Skin Trade,Critically Endangered,10-07-2021,Wildlife Trafficking,0.0,Under Investigation,Scales,145.0
Indian Elephant,Assam,2022.0,16.0,Bushmeat,Endangered,13-12-2020,Wildlife Trafficking,2.0,Open,Skin,57.0
Indian Leopard,Assam,2023.0,6.0,Traditional Medicine,Endangered,,Poaching,8.0,Closed,Claws,141.0
Bengal Tiger,Karnataka,2023.0,5.0,Skin Trade,Vulnerable,21-08-2020,Poaching,8.0,Open,Claws,89.0
Indian Leopard,Madhya Pradesh,2020.0,18.0,Traditional Medicine,Critically Endangered,03-12-2022,Illegal Trade,1.0,Open,Skin,117.0
Pangolin,Rajasthan,2022.0,1.0,Trophy Hunting,Vulnerable,02-10-2022,Wildlife Trafficking,,Closed,Scales,86.0
Pangolin,Rajasthan,2021.0,3.0,Skin Trade,Vulnerable,06-01-2022,Poaching,6.0,Under Investigation,Scales,107.0
Bengal Tiger,Madhya Pradesh,2020.0,7.0,Traditional Medicine,Vulnerable,30-07-2022,Illegal Trade,6.0,Open,Claws,84.0
Indian Elephant,,,5.0,Skin Trade,,11-03-2023,Poaching,10.0,Under Investigation,Ivory,67.0
Indian Rhino,,2022.0,7.0,Ivory Trade,Vulnerable,24-06-2020,Poaching,9.0,Closed,Horn,149.0
Bengal Tiger,Assam,,13.0,Ivory Trade,Endangered,24-03-2021,Wildlife Trafficking,2.0,Open,Teeth,142.0
Indian Rhino,Assam,2021.0,17.0,Traditional Medicine,Endangered,14-08-2021,Poaching,,Under Investigation,Horn,137.0
Indian Rhino,Assam,2021.0,14.0,Bushmeat,Vulnerable,22-03-2020,Illegal Trade,2.0,Open,Horn,139.0
,Odisha,,15.0,Skin Trade,,14-05-2020,Wildlife Trafficking,0.0,Open,Scales,146.0
,Rajasthan,2023.0,12.0,Skin Trade,Critically Endangered,05-05-2022,Wildlife Trafficking,2.0,Under Investigation,Scales,86.0
Indian Rhino,Rajasthan,2022.0,18.0,Bushmeat,,15-04-2023,Illegal Trade,2.0,Under Investigation,Horn,148.0
Indian Elephant,,2022.0,5.0,Ivory Trade,Critically Endangered,,Illegal Trade,6.0,Closed,Skin,60.0
Indian Rhino,Assam,2021.0,5.0,Skin Trade,Vulnerable,20-06-2023,Illegal Trade,5.0,Closed,Horn,119.0
Indian Rhino,Odisha,2023.0,4.0,Traditional Medicine,Vulnerable,10-03-2023,Black Market Sale,,Under Investigation,Horn,104.0
Indian Rhino,Odisha,2022.0,15.0,Ivory Trade,Vulnerable,15-03-2021,Wildlife Trafficking,2.0,Open,Horn,88.0
Bengal Tiger,Rajasthan,2023.0,5.0,Traditional Medicine,Vulnerable,15-12-2022,Poaching,,,Claws,135.0
Bengal Tiger,Assam,2023.0,1.0,Ivory Trade,Critically Endangered,27-11-2021,Poaching,7.0,Under Investigation,Teeth,140.0
Bengal Tiger,Karnataka,2022.0,6.0,Ivory Trade,Critically Endangered,,Poaching,,Open,Skin,110.0
Indian Elephant,Assam,2021.0,1.0,Traditional Medicine,Vulnerable,28-03-2020,Poaching,6.0,Under Investigation,Ivory,60.0
Pangolin,Madhya Pradesh,2022.0,17.0,Traditional Medicine,Vulnerable,17-10-2021,Wildlife Trafficking,1.0,Open,Scales,132.0
Indian Rhino,Assam,2022.0,4.0,Trophy Hunting,,28-10-2022,Wildlife Trafficking,6.0,Under Investigation,Horn,138.0
Indian Rhino,Madhya Pradesh,2023.0,2.0,Traditional Medicine,Endangered,02-08-2020,Poaching,8.0,Open,Horn,86.0
Indian Elephant,Madhya Pradesh,2022.0,1.0,Ivory Trade,Endangered,05-07-2021,Illegal Trade,,Closed,Skin,147.0
Indian Rhino,Karnataka,2021.0,7.0,Skin Trade,Endangered,17-05-2021,Wildlife Trafficking,6.0,Open,Horn,60.0
Bengal Tiger,,2022.0,4.0,Skin Trade,Critically Endangered,29-11-2021,Poaching,6.0,Closed,Teeth,84.0
Pangolin,Assam,2021.0,6.0,Bushmeat,Critically Endangered,01-09-2020,Wildlife Trafficking,10.0,Open,Scales,51.0
Indian Leopard,Madhya Pradesh,2021.0,2.0,Ivory Trade,Endangered,04-11-2020,Illegal Trade,,Under Investigation,Claws,132.0
Indian Rhino,Assam,2023.0,18.0,Traditional Medicine,Endangered,18-08-2020,Poaching,,Closed,Horn,133.0
,,,1.0,Traditional Medicine,,07-11-2023,Wildlife Trafficking,9.0,Under Investigation,Ivory,134.0
Indian Leopard,Rajasthan,2020.0,5.0,Skin Trade,Critically Endangered,,Illegal Trade,8.0,Open,Skin,117.0
Pangolin,,2023.0,3.0,Traditional Medicine,Critically Endangered,13-04-2023,Wildlife Trafficking,10.0,Under Investigation,Scales,119.0
Indian Leopard,Rajasthan,,6.0,Skin Trade,Endangered,27-04-2022,Wildlife Trafficking,8.0,Open,Claws,81.0
Bengal Tiger,Karnataka,2023.0,2.0,Trophy Hunting,Endangered,,Illegal Trade,,Open,Skin,80.0
Indian Leopard,Madhya Pradesh,2021.0,1.0,Trophy Hunting,,14-11-2023,Poaching,8.0,Open,Claws,114.0
,Odisha,,3.0,Ivory Trade,Vulnerable,,Illegal Trade,9.0,Closed,Scales,60.0
Indian Leopard,Karnataka,2023.0,19.0,Traditional Medicine,Endangered,19-09-2022,Illegal Trade,2.0,Under Investigation,Claws,93.0
Indian Rhino,Assam,2022.0,20.0,Skin Trade,Critically Endangered,26-10-2020,Wildlife Trafficking,1.0,Open,Horn,68.0
Indian Rhino,Madhya Pradesh,2023.0,7.0,Trophy Hunting,Critically Endangered,07-11-2022,Poaching,6.0,Open,Horn,131.0
Indian Elephant,Rajasthan,2020.0,4.0,Skin Trade,Vulnerable,22-02-2022,Wildlife Trafficking,,Under Investigation,Skin,72.0
Bengal Tiger,Madhya Pradesh,2023.0,3.0,Traditional Medicine,Vulnerable,12-01-2020,Illegal Trade,7.0,Open,Claws,142.0
Indian Rhino,Assam,2023.0,16.0,Skin Trade,,28-11-2023,Poaching,0.0,Under Investigation,Horn,116.0
Pangolin,Odisha,2020.0,7.0,Skin Trade,Endangered,,Poaching,5.0,Open,Scales,150.0
Indian Rhino,Odisha,2021.0,6.0,Ivory Trade,Endangered,12-08-2022,Poaching,10.0,Under Investigation,Horn,86.0
Indian Rhino,Odisha,2021.0,18.0,Ivory Trade,Critically Endangered,30-12-2021,Poaching,,Open,Horn,59.0
Bengal Tiger,Rajasthan,,1.0,Traditional Medicine,Endangered,25-07-2023,Poaching,8.0,Closed,Skin,145.0
Indian Leopard,Karnataka,2023.0,4.0,Bushmeat,Critically Endangered,08-10-2023,Illegal Trade,7.0,Open,Claws,132.0
,Karnataka,2020.0,5.0,Trophy Hunting,Endangered,14-10-2022,Illegal Trade,6.0,Closed,Horn,63.0
,Madhya Pradesh,2021.0,17.0,Skin Trade,Vulnerable,25-09-2022,Illegal Trade,2.0,Open,Horn,99.0
Indian Leopard,Rajasthan,2022.0,9.0,Ivory Trade,Vulnerable,29-10-2020,Illegal Trade,,Under Investigation,Claws,65.0
Pangolin,,2023.0,6.0,Skin Trade,Critically Endangered,24-06-2021,Poaching,6.0,Open,Scales,146.0
Bengal Tiger,Odisha,2021.0,7.0,Skin Trade,Vulnerable,14-04-2021,Poaching,8.0,Open,Claws,137.0
Pangolin,Assam,2023.0,12.0,Traditional Medicine,Critically Endangered,23-03-2022,Illegal Trade,2.0,Open,Scales,128.0
Indian Leopard,Assam,2020.0,6.0,Skin Trade,Critically Endangered,17-03-2020,Smuggling,6.0,Under Investigation,Claws,88.0
Indian Leopard,Odisha,2022.0,9.0,Trophy Hunting,Vulnerable,16-10-2022,Wildlife Trafficking,10.0,Closed,Claws,138.0
Indian Leopard,,2020.0,17.0,Ivory Trade,Critically Endangered,24-01-2020,Poaching,1.0,Under Investigation,Skin,65.0
Pangolin,Rajasthan,2022.0,11.0,Ivory Trade,Vulnerable,04-11-2022,Poaching,0.0,Under Investigation,Scales,105.0
Indian Leopard,Karnataka,2023.0,1.0,Skin Trade,Endangered,,Wildlife Trafficking,6.0,Under Investigation,Skin,83.0
Pangolin,Assam,2023.0,3.0,Ivory Trade,Endangered,08-06-2021,Illegal Trade,6.0,Open,Scales,136.0
Indian Leopard,Karnataka,2020.0,7.0,Skin Trade,Vulnerable,12-12-2020,Illegal Trade,7.0,Closed,Skin,136.0
Indian Elephant,Rajasthan,2022.0,7.0,Ivory Trade,Vulnerable,20-06-2020,Poaching,6.0,Open,Ivory,111.0
Indian Leopard,Odisha,2022.0,12.0,Trophy Hunting,,12-09-2023,Wildlife Trafficking,2.0,Under Investigation,Claws,94.0
Pangolin,Karnataka,2023.0,5.0,Skin Trade,Vulnerable,12-12-2021,Illegal Trade,8.0,Open,Scales,65.0
Indian Rhino,,2020.0,3.0,Ivory Trade,Endangered,03-05-2021,Illegal Trade,8.0,Under Investigation,Horn,138.0
Indian Leopard,Odisha,2022.0,1.0,Trophy Hunting,Critically Endangered,12-01-2021,Illegal Trade,9.0,Closed,Claws,102.0
Indian Rhino,Madhya Pradesh,2023.0,3.0,Ivory Trade,Critically Endangered,02-04-2023,Poaching,5.0,Closed,Horn,53.0
,Karnataka,2021.0,2.0,Traditional Medicine,Endangered,06-01-2021,Wildlife Trafficking,9.0,Under Investigation,Ivory,121.0
Bengal Tiger,,2020.0,2.0,Ivory Trade,Critically Endangered,26-09-2022,Poaching,6.0,Open,Teeth,117.0
Indian Elephant,Odisha,2021.0,15.0,Traditional Medicine,,03-09-2022,Illegal Trade,0.0,Open,Ivory,148.0
Indian Leopard,,2020.0,4.0,Ivory Trade,Critically Endangered,18-12-2023,Black Market Sale,7.0,Open,Skin,52.0
Indian Rhino,Madhya Pradesh,2023.0,2.0,Ivory Trade,Vulnerable,26-01-2022,Black Market Sale,5.0,Open,Horn,128.0
Indian Rhino,Odisha,2022.0,9.0,Skin Trade,Vulnerable,21-04-2021,Illegal Trade,6.0,Closed,Horn,69.0
Pangolin,Assam,2022.0,20.0,Skin Trade,Vulnerable,16-01-2021,Illegal Trade,1.0,Open,Scales,117.0
,Assam,2022.0,19.0,Traditional Medicine,Endangered,03-06-2020,Poaching,0.0,Open,Scales,71.0
Pangolin,Madhya Pradesh,2020.0,3.0,Skin Trade,Endangered,13-09-2020,Poaching,7.0,Closed,Scales,118.0
Bengal Tiger,Rajasthan,,2.0,Ivory Trade,Critically Endangered,04-11-2021,Illegal Trade,5.0,Open,Teeth,140.0
Indian Leopard,Odisha,2021.0,19.0,Traditional Medicine,Critically Endangered,08-03-2020,Wildlife Trafficking,1.0,Open,Claws,149.0
Pangolin,Karnataka,,6.0,Traditional Medicine,Critically Endangered,,Illegal Trade,10.0,Under Investigation,Scales,93.0
Bengal Tiger,Madhya Pradesh,2021.0,3.0,Traditional Medicine,Endangered,24-07-2023,Poaching,8.0,Open,Skin,135.0
Indian Rhino,Rajasthan,2020.0,4.0,Trophy Hunting,Critically Endangered,03-11-2021,Wildlife Trafficking,8.0,Under Investigation,Horn,84.0
Indian Rhino,Karnataka,2020.0,11.0,Traditional Medicine,Vulnerable,25-01-2021,Poaching,1.0,Open,Horn,68.0
Bengal Tiger,Assam,,6.0,Traditional Medicine,Critically Endangered,15-09-2020,Illegal Trade,8.0,Open,Skin,131.0
Indian Rhino,Assam,2021.0,11.0,Skin Trade,Vulnerable,02-11-2020,Wildlife Trafficking,2.0,Open,Horn,99.0
Bengal Tiger,Karnataka,2021.0,3.0,Ivory Trade,Endangered,23-01-2023,Wildlife Trafficking,,Under Investigation,Claws,52.0
Pangolin,Madhya Pradesh,2023.0,12.0,Trophy Hunting,Vulnerable,07-08-2022,Wildlife Trafficking,1.0,Open,Scales,64.0
,Assam,2021.0,15.0,Ivory Trade,Vulnerable,27-08-2022,Wildlife Trafficking,0.0,Open,Horn,106.0
Bengal Tiger,Odisha,2020.0,14.0,Bushmeat,Vulnerable,02-09-2020,Poaching,2.0,Under Investigation,Teeth,98.0
Pangolin,Karnataka,,2.0,Ivory Trade,,02-01-2022,Illegal Trade,5.0,Under Investigation,Scales,91.0
,Karnataka,,18.0,Traditional Medicine,,05-07-2020,Illegal Trade,1.0,Open,Horn,85.0
Pangolin,Assam,2021.0,10.0,Traditional Medicine,Endangered,13-07-2022,Wildlife Trafficking,2.0,Open,Scales,134.0
Indian Elephant,Madhya Pradesh,2023.0,16.0,Trophy Hunting,Endangered,23-02-2022,Illegal Trade,2.0,Open,Skin,141.0
Indian Leopard,Odisha,2023.0,9.0,Trophy Hunting,Critically Endangered,28-10-2023,Poaching,9.0,Open,Skin,50.0
,Madhya Pradesh,2023.0,3.0,Trophy Hunting,Endangered,30-11-2023,Illegal Trade,6.0,Under Investigation,Scales,71.0
Indian Elephant,Rajasthan,2022.0,8.0,Skin Trade,Vulnerable,11-02-2021,Poaching,7.0,Under Investigation,Ivory,67.0
Pangolin,Rajasthan,2020.0,19.0,Trophy Hunting,Endangered,22-02-2023,Poaching,0.0,Open,Scales,84.0
Bengal Tiger,Assam,2023.0,4.0,Skin Trade,Critically Endangered,22-09-2023,Illegal Trade,10.0,Closed,Claws,65.0
Pangolin,Assam,2020.0,7.0,Traditional Medicine,Critically Endangered,06-12-2020,Poaching,10.0,Open,Scales,51.0
Indian Leopard,,2022.0,13.0,Ivory Trade,Critically Endangered,16-07-2021,Poaching,1.0,Open,Claws,147.0
Pangolin,Rajasthan,2021.0,8.0,Traditional Medicine,Vulnerable,16-04-2023,Smuggling,10.0,Open,Scales,106.0
Bengal Tiger,Madhya Pradesh,2021.0,8.0,Traditional Medicine,,12-10-2021,Poaching,6.0,Open,Claws,120.0
Indian Leopard,Madhya Pradesh,2021.0,14.0,Traditional Medicine,,09-08-2022,Wildlife Trafficking,1.0,Open,Skin,81.0
Pangolin,,2023.0,19.0,Traditional Medicine,Endangered,,Illegal Trade,1.0,Open,Scales,55.0
Indian Leopard,Odisha,2021.0,2.0,Skin Trade,Vulnerable,28-11-2022,Wildlife Trafficking,8.0,Open,Skin,137.0
Indian Rhino,Madhya Pradesh,2023.0,3.0,Skin Trade,Vulnerable,09-03-2020,Poaching,7.0,Closed,Horn,127.0
Indian Rhino,Rajasthan,2022.0,2.0,Ivory Trade,Critically Endangered,13-06-2023,Illegal Trade,8.0,Open,Horn,51.0
Pangolin,Karnataka,2022.0,8.0,Trophy Hunting,,,Poaching,10.0,Open,Scales,127.0
Indian Leopard,Karnataka,2023.0,7.0,Skin Trade,Endangered,26-02-2020,Illegal Trade,7.0,Under Investigation,Claws,83.0
Bengal Tiger,Karnataka,2020.0,9.0,Bushmeat,,24-07-2023,Wildlife Trafficking,,,Teeth,142.0
Pangolin,Odisha,,4.0,Ivory Trade,,29-04-2022,Illegal Trade,10.0,Under Investigation,Scales,115.0
Indian Rhino,Assam,2021.0,16.0,Ivory Trade,Endangered,27-01-2023,Poaching,1.0,Open,Horn,143.0
